symbol,avgTotalVolume,calculationPrice,change,changePercent,close,closeTime,companyName,delayedPrice,delayedPriceTime,extendedChange,extendedChangePercent,extendedPrice,extendedPriceTime,high,iexAskPrice,iexAskSize,iexBidPrice,iexBidSize,iexLastUpdated,iexMarketPercent,iexRealtimePrice,iexRealtimeSize,iexVolume,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,low,marketCap,open,openTime,peRatio,previousClose,primaryExchange,sector,week52High,week52Low,ytdChange
KED,28769,close,0.28,0.01636,17.39,1530302522567,Kayne Anderson Energy Development Company,17.39,1530302522567,0.1,0.00575,17.49,1529006935545,17.5,0,0,0,0,0,0,0,0,0,17.39,Close,"June 29, 2018",1530302522567,31528,17.21,187103862,17.22,1530279001820,,17.11,New York Stock Exchange,Financial Services,19.065,14.1,0.044034524427214713
KEG,103513,close,0.23,0.01437,16.24,1530302522946,Key Energy Services Inc.,16.24,1530302522946,0,0,16.24,1530302524956,16.41,0,0,0,0,1530301228065,0.02389,16.22,100,1723,16.24,Close,"June 29, 2018",1530302522946,72122,15.985,328553405,16,1530279000453,-2.86,16.01,New York Stock Exchange,Energy,20.28,8.2,0.3282858576051779
KELYA,232131,close,0.11,0.00492,22.45,1530302400270,Kelly Services Inc. Class A Common Stock,22.45,1530302400270,0.1,0.00445,22.55,1530303723094,22.65,0,0,0,0,1530302226749,0.02341,22.45,99,2579,22.45,Close,"June 29, 2018",1530302400270,110167,22.34,870673793,22.45,1530279000638,10.35,22.34,Nasdaq Global Select,Industrials,32.31,21.01,-0.17036121257540024
KELYB,53,close,-0.5001,-0.02128,22.9999,1530129600350,Kelly Services Inc. Class B Common Stock,23,1530302400057,1.0001,0.04348,24,1530129728893,23,0,0,0,0,0,0,0,0,0,22.9999,Close,"June 27, 2018",1530129600350,227,23,892000453,22,1530202977266,,23.5,Nasdaq Global Select,Industrials,34.3,20.95,-0.21007044602611397
KEM,1468585,close,0.3,0.01258,24.15,1530302522992,KEMET Corporation,24.15,1530302522992,0.01,0.00041,24.16,1530304691888,24.41,0,0,0,0,1530302395476,0.01683,24.17,19,15133,24.15,Close,"June 29, 2018",1530302522992,899168,23.8,1382653647,24.12,1530279033075,37.15,23.85,New York Stock Exchange,Technology,27.35,12.65,0.5517769407265775
KEN,2609,close,-0.17,-0.01121,15,1530302523238,Kenon Holdings Ltd.,15,1530302523238,0.17,0.01133,15.17,1530216196103,15.25,0,0,0,0,0,0,0,0,0,15,Close,"June 29, 2018",1530302523238,2148,15,807401235,15.53,1530019800551,,15.17,New York Stock Exchange,Utilities,33.22,12.99,0.1037497871170113
KEP,333756,close,-0.05,-0.00347,14.34,1530302521372,Korea Electric Power Corporation,14.34,1530302521372,0,0,14.34,1530304317582,14.47,0,0,0,0,1530302375416,0.04316,14.34,100,13520,14.34,Close,"June 29, 2018",1530302521372,313253,14.32,18411529728,14.47,1530279075018,-71.7,14.39,New York Stock Exchange,Utilities,20.38,14.12,-0.19920752103196854
KEQU,3863,close,1.3195,0.0381,35.95,1530302400229,Kewaunee Scientific Corporation,35.95,1530302400229,-0.3,-0.00834,35.65,1529956818807,36.4,0,0,0,0,1530302258153,0.01008,35.9,99,99,35.95,Close,"June 29, 2018",1530302400229,9821,34.325,97961305,34.8,1530279000558,,34.6305,NASDAQ Global Market,Industrials,38.8,24.004,0.3314655205661309
KERX,1411103,close,0.13,0.03581,3.76,1530302400320,Keryx Biopharmaceuticals Inc.,3.76,1530302400320,-0.18,-0.04787,3.58,1530305990586,3.89,0,0,0,0,1530302395093,0.05533,3.755,400,174437,3.76,Close,"June 29, 2018",1530302400320,3152666,3.53,453178828,3.65,1530279000722,-4.42,3.63,NASDAQ Capital Market,Healthcare,8.38,3.3,-0.1984058859470469
KEX,485735,close,0.1,0.0012,83.6,1530302528359,Kirby Corporation,83.6,1530302528359,0,0,83.6,1530304418938,84.1,0,0,0,0,1530302395315,0.03383,83.65,100,16622,83.6,Close,"June 29, 2018",1530302528359,491339,83.1,4990669200,83.65,1530279009368,37.83,83.5,New York Stock Exchange,Industrials,94.05,59.25,0.23423834808259583
KEY,9474323,close,-0.06,-0.00306,19.54,1530302624138,KeyCorp,19.54,1530302624138,0,0,19.54,1530305156989,20.175,0,0,0,0,1530302378201,0.02863,19.54,428,369860,19.54,Close,"June 29, 2018",1530302624138,12918617,19.53,20744904223,19.9,1530279009375,13.66,19.6,New York Stock Exchange,Financial Services,22.4,16.28,-0.023670289105417262
KEYS,1725669,close,-0.04,-0.00068,59.03,1530302786135,Keysight Technologies Inc.,59.03,1530302786135,0,0,59.03,1530303099066,59.85,0,0,0,0,1530302385946,0.0193,59.04,100,16773,59.03,Close,"June 29, 2018",1530302786135,869067,59.01,11092872914,59.2,1530279000454,26.47,59.07,New York Stock Exchange,Technology,62.41,38.49,0.3997944958481614
KEYW,668692,close,0.13,0.0151,8.74,1530302400522,The KEYW Holding Corporation,8.74,1530302400522,-0.076,-0.0087,8.664,1530303723287,8.76,0,0,0,0,1530302395624,0.01925,8.75,7,5981,8.74,Close,"June 29, 2018",1530302400522,310701,8.528,436126000,8.62,1530279000715,-145.67,8.61,Nasdaq Global Select,Technology,9.835,4.94,0.4840075630252101
KF,4304,close,0.6629,0.01763,38.2639,1530218700009,Korea Fund Inc. (The),38.264,1530302400072,0.7361,0.01924,39,1530130197947,38.319,0,0,0,0,0,0,0,0,0,38.2639,Close,"June 28, 2018",1530218700009,1172,38.264,214574500,38.5,1529674274819,,37.601,New York Stock Exchange,Financial Services,44.64,37.49,-0.06849610460950556
KFFB,1966,close,0.15,0.01807,8.45,1530302400658,Kentucky First Federal Bancorp,8.45,1530302400658,,,,,8.45,0,0,0,0,0,0,0,0,0,8.45,Close,"June 29, 2018",1530302400658,1700,8.2,71356152,8.45,1530302400658,,8.3,NASDAQ Global Market,Financial Services,10,7.9,-0.01602805333607685
KFRC,225213,close,-0.05,-0.00146,34.3,1530302400447,Kforce Inc.,34.3,1530302400447,0.075,0.00219,34.375,1530303064401,34.55,0,0,0,0,1530302297140,0.02179,34.25,100,2480,34.3,Close,"June 29, 2018",1530302400447,113814,34.2,895724503,34.35,1530279000807,20.06,34.35,Nasdaq Global Select,Industrials,36.75,16.75,0.32792522715821604
KFS,38852,close,-0.1,-0.03509,2.75,1530302522118,Kingsway Financial Services Inc.,2.75,1530302522118,2.75,1,5.5,1527685353856,2.85,0,0,0,0,1530288259695,0.01473,2.825,100,600,2.75,Close,"June 29, 2018",1530302522118,40733,2.65,65067351,2.9,1530106200563,,2.85,New York Stock Exchange,Financial Services,6.2,2.65,-0.48509
KFY,534637,close,1.39,0.02296,61.93,1530302521375,Korn/Ferry International,61.93,1530302521375,0.008,0.00013,61.938,1530303723929,62.58,0,0,0,0,1530302398106,0.01097,61.9,100,4910,61.93,Close,"June 29, 2018",1530302521375,447584,60.675,3500097810,60.73,1530279000504,27.04,60.54,New York Stock Exchange,Industrials,68.34,31.528,0.5488819471089287
KGC,5903932,close,0.09,0.02452,3.76,1530302564670,Kinross Gold Corporation,3.76,1530302564670,0,0,3.76,1530303727240,3.79,0,0,0,0,1530302383398,0.01936,3.765,100,129174,3.76,Close,"June 29, 2018",1530302564670,6672211,3.68,4700696995,3.68,1530279000203,17.09,3.67,New York Stock Exchange,Basic Materials,4.91,3.48,-0.13619428571428582
KGJI,64508,close,0,0,1.26,1530302400467,Kingold Jewelry Inc.,1.26,1530302400467,0.1,0.07937,1.36,1528835055084,1.285,0,0,0,0,0,0,0,0,0,1.26,Close,"June 29, 2018",1530302400467,186092,1.23,83303013,1.27,1530279000690,,1.26,NASDAQ Capital Market,Consumer Cyclical,2.5,1.2,-0.37623762376237624
KHC,4693242,close,0.17,0.00271,62.82,1530302400555,The Kraft Heinz Company,62.82,1530302400555,0.13,0.00207,62.95,1530305202584,63.23,0,0,0,0,1530302399958,0.01195,62.82,100,42421,62.82,Close,"June 29, 2018",1530302400555,3549874,62.13,76588401436,62.91,1530279000461,17.45,62.65,Nasdaq Global Select,Consumer Defensive,90.38,54.11,-0.16526016241932343
KIDS,98610,close,-1.36,-0.04857,26.64,1530302400389,OrthoPediatrics Corp.,26.64,1530302400389,0.548,0.02057,27.188,1530303064401,28.1,0,0,0,0,1530302335052,0.03802,26.66,100,5539,26.64,Close,"June 29, 2018",1530302400389,145686,25.64,340253965,28,1530279000503,-4.41,28,NASDAQ Global Market,Healthcare,29.1916,14.0001,0.17738490105844454
KIM,4797754,close,-0.08,-0.00469,16.99,1530302789130,Kimco Realty Corporation,16.99,1530302789130,0,0,16.99,1530305157013,17.12,0,0,0,0,1530302395121,0.02493,16.995,10,122549,16.99,Close,"June 29, 2018",1530302789130,4915724,16.91,7219004142,17.01,1530279000351,11.25,17.07,New York Stock Exchange,Real Estate,21.24,13.16,-0.0484604373666824
KIN,242010,close,-0.15,-0.01389,10.65,1530302400377,Kindred Biosciences Inc.,10.65,1530302400377,0,0,10.65,1530302414977,11,0,0,0,0,1530302380307,0.01707,10.675,27,6147,10.65,Close,"June 29, 2018",1530302400377,360105,10.6,359424060,10.9,1530279000273,-8.26,10.8,NASDAQ Capital Market,Healthcare,12,6.55,0.11908872340425532
KINS,22076,close,-0.2,-0.0117,16.9,1530302400500,Kingstone Companies Inc,16.9,1530302400500,0.05,0.00296,16.95,1530302423760,17.05,0,0,0,0,1530302356236,0.0027,16.85,56,68,16.9,Close,"June 29, 2018",1530302400500,25185,16.75,180157126,17.1,1530279000669,30.18,17.1,NASDAQ Capital Market,Financial Services,21.7,13.205,-0.12434662333161825
KIO,105134,close,0.08,0.00485,16.56,1530302521332,KKR Income Opportunities Fund,16.56,1530302521332,0.024,0.00145,16.584,1529611249635,16.59,0,0,0,0,0,0,0,0,0,16.56,Close,"June 29, 2018",1530302521332,61720,16.51,336835616,16.55,1530279000552,,16.48,New York Stock Exchange,Financial Services,18.63,15.38,0.08628407562202037
KIQ,10969,close,-0.0198,-0.04402,0.43,1530302400032,Kelso Technologies Inc,0.43,1530303000000,,,,,0.43,0,0,0,0,0,0,0,0,0,0.43,Close,"June 29, 2018",1530302400032,876,0.4235,20283137,0.41,1530279000013,,0.4498,NYSE American,Industrials,0.87,0.2392,-0.1975633070866142
KIRK,214580,close,-0.16,-0.01356,11.64,1530302400246,Kirkland's Inc.,11.64,1530302400246,0.016,0.00137,11.656,1530303066293,11.86,0,0,0,0,1530302391118,0.02778,11.65,100,3430,11.64,Close,"June 29, 2018",1530302400246,123470,11.56,182579150,11.79,1530279000464,21.56,11.8,Nasdaq Global Select,Consumer Cyclical,13.48,8.17,-0.04112892230576441
KKR,3133055,close,0.4,0.01636,24.85,1530302460748,KKR & Co. L.P. Representing Limited Partnership Interest,24.85,1530302460748,0,0,24.85,1530304889000,25,0,0,0,0,1530302379969,0.0922,24.85,100,468777,24.85,Close,"June 29, 2018",1530302460748,5084349,24.55,12347761603,24.69,1530279000508,11.56,24.45,New York Stock Exchange,Financial Services,25.1,17.96,0.18929886085688263
KL,524236,close,0.74,0.03631,21.12,1530302521226,Kirkland Lake Gold Ltd.,21.12,1530302521226,-0.102,-0.00483,21.018,1530303617238,21.27,0,0,0,0,1530302245360,0.00977,21.16,100,5842,21.12,Close,"June 29, 2018",1530302521226,597953,20.54,4460532975,20.58,1530279000354,23.47,20.38,New York Stock Exchange,Basic Materials,21.27,8.59,0.35535369332234124
KLAC,1409553,close,0.72,0.00707,102.53,1530302400606,KLA-Tencor Corporation,102.53,1530302400606,-0.1,-0.00098,102.43,1530305325431,103.97,0,0,0,0,1530302395055,0.03626,102.56,100,61990,102.53,Close,"June 29, 2018",1530302400606,1709597,102.08,15954181368,102.43,1530279000444,15.58,101.81,Nasdaq Global Select,Technology,123.96,87.93,-0.01474524682159117
KLDX,1794628,close,0.01,0.00435,2.31,1530302400042,Klondex Mines Ltd.,2.31,1530303000002,0,0,2.31,1530302403263,2.33,0,0,0,0,1530302320016,0.00398,2.31,100,2402,2.31,Close,"June 29, 2018",1530302400042,603518,2.3,416274520,2.32,1530279000016,-231,2.3,NYSE American,Basic Materials,3.89,1.29,-0.11059252873563213
KLIC,781285,close,0.25,0.01061,23.82,1530302400389,Kulicke and Soffa Industries Inc.,23.82,1530302400389,0,0,23.82,1530305797000,24.1,0,0,0,0,1530302267360,0.01342,23.83,100,6370,23.82,Close,"June 29, 2018",1530302400389,474665,23.65,1646143032,23.65,1530279000699,11.68,23.57,Nasdaq Global Select,Technology,28.71,18.22,-0.011115738223335657
KLXI,453362,close,-0.79,-0.01087,71.9,1530302400414,KLX Inc.,71.9,1530302400414,0.648,0.00901,72.548,1530303723854,72.78,0,0,0,0,1530302165379,0.0317,71.97,100,15100,71.9,Close,"June 29, 2018",1530302400414,476341,71.88,3648312987,72.75,1530279000297,42.29,72.69,Nasdaq Global Select,Industrials,82.5,45.73,0.025302359129557646
KMB,2291907,close,0.81,0.00775,105.34,1530302585273,Kimberly-Clark Corporation,105.34,1530302585273,0,0,105.34,1530304316492,106.12,0,0,0,0,1530302393345,0.02798,105.38,100,56133,105.34,Close,"June 29, 2018",1530302585273,2006183,103.92,36798324761,104.47,1530279000460,16.54,104.53,New York Stock Exchange,Consumer Defensive,130.05,97.1,-0.09062272282193762
KMDA,11807,close,0.1,0.01961,5.2,1530302400304,Kamada Ltd.,5.2,1530302400304,-0.1,-0.01923,5.1,1530191936742,5.25,0,0,0,0,0,0,0,0,0,5.2,Close,"June 29, 2018",1530302400304,9579,5.175,209391140,5.2,1530279000603,16.77,5.1,Nasdaq Global Select,Healthcare,6.1,3.75,0.10294333333333341
KMF,66201,close,0.15,0.01172,12.95,1530302522567,Kayne Anderson Midstream Energy Fund Inc,12.95,1530302522567,0.054,0.00417,13.004,1530043246000,12.95,0,0,0,0,1530302038161,0.02275,12.935,500,5763,12.95,Close,"June 29, 2018",1530302522567,253319,12.79,285342502,12.8,1530279001867,,12.8,New York Stock Exchange,Financial Services,15.56,11.36,-0.029688204657497753
KMG,184416,close,-0.73,-0.0098,73.78,1530302521163,KMG Chemicals Inc.,73.78,1530302521163,0,0,73.78,1530303079838,75.58,0,0,0,0,1530302395056,0.01365,73.81,7,1897,73.78,Close,"June 29, 2018",1530302521163,138974,73.73,1144142243,75.01,1530279000509,28.16,74.51,New York Stock Exchange,Basic Materials,79.35,45.65,0.11311830913889302
KMI,14743476,close,0.19,0.01087,17.67,1530302536938,Kinder Morgan Inc.,17.67,1530302536938,0,0,17.67,1530305959367,17.76,0,0,0,0,1530302383661,0.01759,17.67,27,166155,17.67,Close,"June 29, 2018",1530302536938,9445992,17.463,38981282592,17.56,1530279000455,24.54,17.48,New York Stock Exchange,Energy,21.25,14.69,-0.031100060886679055
KMM,35655,close,0.035,0.00399,8.81,1530302521376,Deutsche Multi-Market Income Trust Common Sshares of Beneficial Interest,8.81,1530302521376,-0.03,-0.00341,8.78,1528401602421,8.81,0,0,0,0,1530295739314,0.02715,8.76,100,2082,8.81,Close,"June 29, 2018",1530302521376,76685,8.75,197284638,8.79,1530279009516,,8.775,New York Stock Exchange,Financial Services,8.99,8.59,0.021745854117810222
KMPA,4706,close,-0.05,-0.00192,26,1530302581188,Kemper Corporation 7.375% Subordinated Debentures due 2054,26,1530302581188,0.33,0.01269,26.33,1528316874599,26.028,0,0,0,0,1530302136583,0.20325,26,100,100,26,Close,"June 29, 2018",1530302581188,492,26,0,25.86,1530192600251,,26.05,New York Stock Exchange,,28.25,25.4,0.022230250719859426
KMPH,112670,close,0.35,0.05691,6.5,1530302400328,KemPharm Inc.,6.5,1530302400328,0,0,6.5,1530302404166,6.5,0,0,0,0,1530296992528,0.03716,6.4,100,5800,6.5,Close,"June 29, 2018",1530302400328,156082,6.15,102429672,6.15,1530279000187,-2.2,6.15,NASDAQ Global Market,Healthcare,8.4,2.45,0.6231750602409637
KMPR,313373,close,0.4,0.00532,75.65,1530302522125,Kemper Corporation,75.65,1530302522125,-0.65,-0.00859,75,1530303166784,76.35,0,0,0,0,1530302391146,0.04323,75.7,16,19222,75.65,Close,"June 29, 2018",1530302522125,444645,75.2,3898751204,75.5,1530279000251,26.92,75.25,New York Stock Exchange,Financial Services,82.525,36.35,0.10488395348837222
KMT,877085,close,-0.17,-0.00471,35.9,1530302521379,Kennametal Inc.,35.9,1530302521379,0,0,35.9,1530303099066,37.07,0,0,0,0,1530302396919,0.01809,35.895,100,11334,35.9,Close,"June 29, 2018",1530302521379,626534,35.88,2930454606,36.21,1530279009522,18.41,36.07,New York Stock Exchange,Industrials,52.52,32.23,-0.26962214778746746
KMX,2228034,close,-0.58,-0.0079,72.87,1530302512109,CarMax Inc,72.87,1530302512109,0,0,72.87,1530304317050,73.71,0,0,0,0,1530302397526,0.0291,72.88,100,44979,72.87,Close,"June 29, 2018",1530302512109,1545670,72.82,12877570514,73.4,1530279000254,20.58,73.45,New York Stock Exchange,Consumer Cyclical,81.67,57.05,0.11733162445954291
KN,811671,close,-0.03,-0.00196,15.3,1530302521155,Knowles Corporation,15.3,1530302521155,0,0,15.3,1530303086667,15.414,0,0,0,0,1530302398222,0.02313,15.305,83,9601,15.3,Close,"June 29, 2018",1530302521155,415089,15.23,1376326295,15.39,1530279009762,22.17,15.33,New York Stock Exchange,Technology,17.28,10.945,0.011956500994035842
KND,750025,close,-0.05,-0.00552,9,1530302412387,Kindred Healthcare Inc.,9,1530302412387,0,0,9,1530304376176,9.05,0,0,0,0,1530302010306,0.04632,9,7459,252086,9,Close,"June 29, 2018",1530302412387,5442271,8.95,821345616,9,1530279000601,28.13,9.05,New York Stock Exchange,Healthcare,11.9,5.5,-0.04807319148936173
KNDI,406868,close,0,0,4.25,1530302400320,Kandi Technologies Group Inc.,4.25,1530302400320,0,0,4.25,1530302400460,4.3,0,0,0,0,0,0,0,0,0,4.25,Close,"June 29, 2018",1530302400320,126401,4.2,224098526,4.25,1530279000468,,4.25,Nasdaq Global Select,Consumer Cyclical,9.9,3.5,-0.4097222222222222
KNL,192273,close,0.11,0.00531,20.81,1530302520955,Knoll Inc.,20.81,1530302520955,0,0,20.81,1530302524588,20.96,0,0,0,0,1530302317001,0.01984,20.81,10,3782,20.81,Close,"June 29, 2018",1530302520955,190625,20.65,1027711547,20.74,1530279000406,14.97,20.7,New York Stock Exchange,Industrials,24,16.57,-0.08859946932093285
KNOP,109537,close,0.15,0.00682,22.15,1530302521228,KNOT Offshore Partners LP representing Limited Partner Interests,22.15,1530302521228,0,0,22.15,1530303267416,22.3,0,0,0,0,1530302329809,0.0096,22.175,100,540,22.15,Close,"June 29, 2018",1530302521228,56250,22,724174182,22.1,1530279000355,7.88,22,New York Stock Exchange,Industrials,24,19.15,0.0946359700224439
KNSA,174436,close,0.62,0.03706,17.35,1530302400397,Kiniksa Pharmaceuticals Ltd.,17.35,1530302400397,0,0,17.35,1530302404346,17.65,0,0,0,0,1530302281006,0.01978,17.39,100,900,17.35,Close,"June 29, 2018",1530302400397,45501,16.711,840447412,16.74,1530279000555,,16.73,Nasdaq Global Select,Healthcare,24.64,16.54,-0.07182546481766808
KNSL,115407,close,0.66,0.01218,54.86,1530302400639,Kinsale Capital Group Inc.,54.86,1530302400639,-0.594,-0.01083,54.266,1530303723791,54.95,0,0,0,0,1530302189097,0.0229,54.82,100,2595,54.86,Close,"June 29, 2018",1530302400639,113319,53.82,1156034717,54.17,1530279000546,40.94,54.2,Nasdaq Global Select,Financial Services,56.685,34.7016,0.2782160333332565
KNX,3367512,close,0.16,0.0042,38.21,1530302647685,Knight-Swift Transportation Holdings Inc.,38.21,1530302647685,0.448,0.01172,38.658,1530303722964,38.78,0,0,0,0,1530302399920,0.02914,38.21,100,81146,38.21,Close,"June 29, 2018",1530302647685,2784695,37.95,6813458296,38.2,1530279013509,24.49,38.05,New York Stock Exchange,Industrials,51.94,34.388893,-0.13656712562879614
KO,11906446,close,0.39,0.00897,43.86,1530302492616,Coca-Cola Company (The),43.86,1530302492616,0.01,0.00023,43.87,1530305982217,44.1,0,0,0,0,1530302397890,0.01546,43.865,100,170639,43.86,Close,"June 29, 2018",1530302492616,11037451,43.31,186635817811,43.47,1530279000406,22.49,43.47,New York Stock Exchange,Consumer Defensive,48.615,41.45,-0.010764930603669906
KODK,465033,close,-0.25,-0.06173,3.8,1530302522211,Eastman Kodak Company Common New,3.8,1530302522211,0.1,0.02632,3.9,1530305393386,4.1,0,0,0,0,1530302358037,0.01154,3.775,7,6161,3.8,Close,"June 29, 2018",1530302522211,533882,3.75,162087203,4.1,1530279000552,,4.05,New York Stock Exchange,Technology,13.275,2.95,0.14461920634920633
KOF,127846,close,-0.19,-0.00336,56.43,1530302521333,Coca Cola Femsa S.A.B. de C.V.,56.43,1530302521333,0,0,56.43,1530302523523,57.89,0,0,0,0,1530302391147,0.02023,56.48,44,3663,56.43,Close,"June 29, 2018",1530302521333,181068,56.25,11854814400,57.01,1530279000553,26,56.62,New York Stock Exchange,Consumer Defensive,91.845,54.53,-0.20023231365672872
KONA,54427,close,0,0,2.35,1530302400324,Kona Grill Inc.,2.35,1530302400324,0.046,0.01957,2.396,1530303052651,2.45,0,0,0,0,1530294655403,0.00896,2.4,100,400,2.35,Close,"June 29, 2018",1530302400324,44643,2.313,31153976,2.35,1530279000500,,2.35,NASDAQ Global Market,Consumer Cyclical,5,1.5,0.3428571428571429
KONE,25949,close,0.08,0.0106,7.63,1530302400255,Kingtone Wirelessinfo Solution Holding Ltd,7.63,1530302400255,0.47,0.0616,8.1,1529526647874,7.7,0,0,0,0,0,0,0,0,0,7.63,Close,"June 29, 2018",1530302400255,2894,7.594,10720150,7.55,1530279000801,,7.55,NASDAQ Capital Market,Communication Services,9.9,2.6302,0.721362331838565
KOOL,1197865,close,-0.005,-0.0119,0.415,1530302400277,Cesca Therapeutics Inc.,0.415,1530302400277,0.013,0.03133,0.428,1530278092137,0.43,0,0,0,0,0,0,0,0,0,0.415,Close,"June 29, 2018",1530302400277,221174,0.4,8135721,0.42,1530279000391,,0.42,NASDAQ Capital Market,Healthcare,6.44,0.369,-0.8780290322580645
KOP,106587,close,-0.1,-0.0026,38.35,1530302522127,Koppers Holdings Inc.,38.35,1530302522127,0,0,38.35,1530303099066,38.75,0,0,0,0,1530302360578,0.00777,38.375,100,540,38.35,Close,"June 29, 2018",1530302522127,69498,38.105,809820038,38.7,1530279000253,9.15,38.45,New York Stock Exchange,Basic Materials,51.8,35.175,-0.24767874015748023
KOPN,443917,close,-0.05,-0.01718,2.86,1530302400385,Kopin Corporation,2.86,1530302400385,0,0,2.86,1530303099066,2.94,0,0,0,0,1530302361843,0.02461,2.865,100,6601,2.86,Close,"June 29, 2018",1530302400385,268224,2.85,218874470,2.92,1530279000711,,2.91,Nasdaq Global Select,Technology,4.6,2.8,-0.1317310835913313
KORS,3635887,close,-0.36,-0.00538,66.6,1530302669847,Michael Kors Holdings Limited,66.6,1530302669847,0,0,66.6,1530305946989,68.08,0,0,0,0,1530302370303,0.03782,66.59,100,74600,66.6,Close,"June 29, 2018",1530302669847,1972501,66.57,9992045819,67.86,1530279000354,16.17,66.96,New York Stock Exchange,Consumer Cyclical,70,32.81,0.034757435577073136
KOS,2775997,close,0.01,0.00121,8.27,1530302559471,Kosmos Energy Ltd.,8.27,1530302559471,0,0,8.27,1530304418938,8.35,0,0,0,0,1530302374109,0.01667,8.285,200,48475,8.27,Close,"June 29, 2018",1530302559471,2907918,8.07,3275938459,8.3,1530279000552,-30.63,8.26,New York Stock Exchange,Energy,8.62,5.15,0.18602375358166173
KOSS,57233,close,-0.07,-0.02893,2.35,1530302400453,Koss Corporation,2.35,1530302400453,0.25,0.10638,2.6,1530277238489,2.512,0,0,0,0,0,0,0,0,0,2.35,Close,"June 29, 2018",1530302400453,18593,2.27,17349359,2.5,1530279000430,,2.42,NASDAQ Capital Market,Technology,3.58,1.4,0.05401930875576044
KPTI,766601,close,0.04,0.00236,16.99,1530302400512,Karyopharm Therapeutics Inc.,16.99,1530302400512,0.113,0.00665,17.103,1530303723881,17.35,0,0,0,0,1530302395925,0.0227,16.98,100,8824,16.99,Close,"June 29, 2018",1530302400512,388722,16.9,1023082616,17.08,1530279000640,-5.92,16.95,Nasdaq Global Select,Healthcare,20.389,8,0.7150616129032257
KR,14748490,close,0.02,0.0007,28.45,1530302459865,Kroger Company (The),28.45,1530302459865,0,0,28.45,1530304888000,28.89,0,0,0,0,1530302380917,0.02202,28.46,100,155285,28.45,Close,"June 29, 2018",1530302459865,7051998,28.44,22646200000,28.85,1530279000505,14.3,28.43,New York Stock Exchange,Consumer Defensive,31.4536,19.69,0.01565135725217529
KRA,174953,close,0.42,0.00919,46.14,1530302521527,Kraton Corporation,46.14,1530302521527,0,0,46.14,1530304332771,46.85,0,0,0,0,1530302357310,0.02133,46.215,100,4405,46.14,Close,"June 29, 2018",1530302521527,206517,45.9,1471900743,46,1530279000508,12.89,45.72,New York Stock Exchange,Basic Materials,53.99,31.48,-0.0814682577847852
KRC,526639,close,0.45,0.00598,75.64,1530302674498,Kilroy Realty Corporation,75.64,1530302674498,0,0,75.64,1530305157030,76.3,0,0,0,0,1530302375112,0.0232,75.62,100,12921,75.64,Close,"June 29, 2018",1530302674498,556940,74.5,7579917455,75.03,1530279000353,21.37,75.19,New York Stock Exchange,Real Estate,77.73,62.91,0.036903619790353455
KREF,87140,close,-0.01,-0.00051,19.78,1530302522120,KKR Real Estate Finance Trust Inc.,19.78,1530302522120,0,0,19.78,1530302524215,19.87,0,0,0,0,1530302395060,0.01152,19.8,14,506,19.78,Close,"June 29, 2018",1530302522120,43924,19.68,1049475946,19.82,1530279000612,15.82,19.79,New York Stock Exchange,Financial Services,22.15,18.09,0.03319246301299704
KRG,724256,close,-0.21,-0.01215,17.08,1530302558226,Kite Realty Group Trust,17.08,1530302558226,0,0,17.08,1530305156577,17.305,0,0,0,0,1530302395342,0.02248,17.095,7,13847,17.08,Close,"June 29, 2018",1530302558226,615970,17.07,1429146113,17.27,1530279000602,8.37,17.29,New York Stock Exchange,Real Estate,21.57,13.87,-0.12440227004579078
KRMA,5047,close,0.1483,0.00749,19.95,1530302400362,Global X Conscious Companies ETF,19.99,1530302400362,,,,,20.07,0,0,0,0,0,0,0,0,0,19.95,Close,"June 29, 2018",1530302400362,7127,19.915,0,19.96,1530279000741,,19.8017,NASDAQ Global Market,,20.83,17.3301,0.03104983335727621
KRNT,225121,close,0.05,0.00282,17.8,1530302400624,Kornit Digital Ltd.,17.8,1530302400624,0,0,17.8,1530302405906,17.9,0,0,0,0,1530302375507,0.04095,17.775,21,6786,17.8,Close,"June 29, 2018",1530302400624,165714,17.4,610136367,17.7,1530279000448,148.33,17.75,Nasdaq Global Select,Industrials,21.8,11.7,0.10158543209876553
KRNY,437713,close,-0.05,-0.0037,13.45,1530302400378,Kearny Financial,13.45,1530302400378,0,0,13.45,1530302416548,13.6,0,0,0,0,1530301839081,0.03973,13.425,100,13214,13.45,Close,"June 29, 2018",1530302400378,332595,13.4,1377085957,13.5,1530279000272,,13.5,Nasdaq Global Select,Financial Services,15.6,12.75,-0.06175069017921555
KRO,433888,close,0.81,0.03729,22.53,1530302522128,Kronos Worldwide Inc,22.53,1530302522128,-0.054,-0.0024,22.476,1530302942039,22.675,0,0,0,0,1530302383149,0.01152,22.535,100,7452,22.53,Close,"June 29, 2018",1530302522128,646875,21.78,2611274268,21.82,1530279000306,9.27,21.72,New York Stock Exchange,Basic Materials,29.49,17.11,-0.09659793209496856
KRP,40733,close,-0.91,-0.03969,22.02,1530302521228,Kimbell Royalty Partners Representing Limited Partner Interests,22.335,1530302521228,0.91,0.04133,22.93,1530216123755,23.1,0,0,0,0,0,0,0,0,0,22.02,Close,"June 29, 2018",1530302521228,20768,22.02,370804953,23.1,1530279000402,104.86,22.93,New York Stock Exchange,Energy,23.5,15.06,0.3633939811392888
